GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age,Years_Employed,Churn_Probability
F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1,0,60.0,0,0.40135133894738423
F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,53.0,7,0.6367185308620793
F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,60.0,0,0.6178034149624636
M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,4,0,-0.0,18,0.08084506872594657
F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,1,0,0,0,Unknown,3,0,32.0,7,0.19927831669953072
F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,3,0,43.0,6,0.5651083584745937
M,Y,Y,0,585000.0,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,Drivers,2,0,45.0,4,0.5305431988678965
F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,0,52.0,31,0.06698676009003575
F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,1,0,0,0,Laborers,2,0,37.0,14,0.09027265710795514
F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Managers,2,0,29.0,3,0.4503387907411888
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Managers,2,0,55.0,8,0.41657666251495157
M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Security staff,2,0,48.0,0,0.39217129769276077
F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,57.0,0,0.46923463178898245
M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,0,0,Unknown,2,0,26.0,8,0.7870704605554592
F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,0,35.0,6,0.3867489272925603
F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Sales staff,2,0,36.0,3,0.6045441392618095
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,0,52.0,21,0.27919742589203206
M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,1,0,1,0,Unknown,4,0,32.0,8,0.2502244657916177
F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,High skill tech staff,2,0,31.0,2,0.520714490105372
M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,3,0,31.0,5,0.2668866463995566
F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,0,40.0,5,0.18000618525359036
M,N,N,0,121500.0,State servant,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Laborers,1,0,24.0,4,0.2885477839815335
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,32.0,1,0.5885498819333905
M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,1,0,Sales staff,1,0,43.0,6,0.406142143024965
M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,4,0,36.0,2,0.46247924701941456
M,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,53.0,6,0.25753898255147906
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,62.0,0,0.6049591321548281
M,Y,N,0,202500.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,55.0,0,0.5924506646893423
F,N,Y,1,337500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Laborers,3,0,48.0,12,0.21529283877154254
F,N,N,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,0,32.0,3,0.21840283374354388
F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,57.0,0,0.46527930092839365
F,Y,N,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3,0,41.0,3,0.17274830169445038
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,57.0,0,0.5605857246278665
F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,0,35.0,2,0.4990183154728804
M,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3,0,33.0,10,0.6236996559460667
F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,Unknown,2,0,61.0,0,0.9048361055878847
M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,3,0,30.0,0,0.4490478506938316
F,N,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,1,0,0,1,Managers,2,0,33.0,0,0.38676722716428846
F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Accountants,3,0,27.0,2,0.22691909574624233
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,43.0,8,0.2493257131783646
F,Y,Y,1,119700.0,Working,Higher education,Married,House / apartment,1,0,1,0,Unknown,3,0,35.0,9,0.14704304681417674
M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,0,28.0,0,0.5991867475357644
M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,53.0,9,0.4586126540638621
F,N,Y,2,153000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Accountants,4,0,36.0,3,0.6485313478807084
F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,1,0,0,1,Unknown,4,0,42.0,8,0.11258732555543922
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,-0.0,8,0.07798534154421474
F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,47.0,0,0.19609215187201784
F,N,N,1,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,3,0,41.0,1,0.6992448273985842
F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,61.0,0,0.6301012477573097
F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,56.0,0,0.5436967403028456
F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,0,43.0,0,0.6393938560378497
F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,1,0,Managers,3,0,28.0,7,0.4522780648124429
F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,56.0,6,0.3533107081616376
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Sales staff,2,0,46.0,12,0.10327195723675284
F,N,Y,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,4,0,27.0,4,0.2582151655905865
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,56.0,0,0.5607209999382178
M,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Drivers,1,0,35.0,4,0.26669843466433646
F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,High skill tech staff,1,0,33.0,3,0.4319846427860006
M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,1,0,Laborers,1,0,27.0,5,0.6140009408744731
F,Y,Y,1,157500.0,Working,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Unknown,3,0,35.0,7,0.05841964430736299
F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Unknown,1,0,58.0,0,0.3592039562346644
M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,3,0,31.0,2,0.42375792890422925
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,61.0,0,0.5987449091381487
F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,0,47.0,5,0.24375401105616534
M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,4,0,32.0,1,0.5632409987105681
F,N,Y,3,37800.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,5,0,35.0,0,0.4175305409252136
F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,1,Unknown,2,0,55.0,0,0.46291787639314086
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,47.0,8,0.5972751577006196
M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,High skill tech staff,1,0,25.0,4,0.5461067275817522
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,0,37.0,0,0.28902959470918516
M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,3,0,36.0,10,0.4377700837006221
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Unknown,2,0,53.0,27,0.10372343568456996
F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,55.0,13,0.36504309289317177
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,0,28.0,9,0.3304312291154745
M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1,0,27.0,1,0.495516622471657
F,Y,N,0,126000.0,State servant,Incomplete higher,Single / not married,House / apartment,1,1,0,0,Core staff,1,0,32.0,14,0.08253232520348569
F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,0,43.0,8,0.3152795125446986
F,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Unknown,3,0,43.0,2,0.3893144897863007
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4,0,29.0,6,0.4946934460291045
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,1,0,0,0,Unknown,1,0,43.0,1,0.4163894995113511
M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,3,0,41.0,5,0.5098298078342722
M,N,N,1,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Laborers,2,0,46.0,18,0.32552088569729193
M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2,0,29.0,0,0.5595203400723086
M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,0,53.0,6,0.513739597925871
M,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,1,1,1,0,Unknown,3,0,37.0,14,0.2743859397451657
F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,0,42.0,4,0.22279143482966177
F,N,Y,0,207000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Cooking staff,1,0,51.0,6,0.4933417368423909
F,N,Y,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Core staff,2,0,40.0,9,0.5631929466522666
F,Y,N,2,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,4,0,42.0,10,0.1490259492556888
F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,High skill tech staff,2,0,37.0,8,0.4713887715214007
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Managers,2,0,40.0,6,0.2774717827389854
F,Y,Y,0,121500.0,Working,Higher education,Married,House / apartment,1,0,0,1,Sales staff,2,0,27.0,4,0.1337221699357063
F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Private service staff,2,0,41.0,9,0.002500761195733119
M,Y,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,1,0,0,0,Laborers,2,0,57.0,8,0.6085029540543566
F,Y,Y,1,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,3,0,56.0,0,0.4827936516191327
F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,37.0,8,0.10242105663501766
F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,62.0,0,0.5082323669878571
M,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,2,0,37.0,10,0.1476574224930842
F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Sales staff,1,0,41.0,6,0.3693657020199802
F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Unknown,1,0,57.0,0,0.38406222431144366
M,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Unknown,3,0,36.0,7,0.12234154879190334
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Unknown,2,0,63.0,0,0.29963845027833774
F,Y,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,Unknown,2,0,59.0,0,0.8652983869735683
M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,1,1,1,0,Unknown,1,0,44.0,2,0.7824615087184079
F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,0,46.0,11,0.41853184740230925
M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,4,0,27.0,2,0.7015618408463047
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,0,45.0,22,0.0356148328303027
M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,1,0,0,0,Laborers,2,0,64.0,20,0.3330358882517725
F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,-0.0,0,0.2216890720262916
M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,50.0,0,0.5279771742921796
M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,1,1,0,0,Laborers,2,0,38.0,11,0.49761329851641484
M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,0,40.0,16,0.5060369681428876
F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Sales staff,3,0,40.0,3,0.17111722945557956
M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Sales staff,1,0,29.0,1,0.3196931199724348
F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Accountants,1,0,58.0,6,0.7224041772425484
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,27.0,4,0.242179629695547
M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,32.0,9,0.4497219677450698
F,N,Y,0,54000.0,Pensioner,Higher education,Married,House / apartment,1,0,0,0,Unknown,2,0,67.0,0,0.6068329119262855
F,N,Y,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Unknown,2,0,55.0,17,0.3937723246227037
F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Private service staff,3,0,42.0,7,0.0041142969926134644
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,66.0,0,0.6207596311546218
F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,Unknown,2,0,61.0,0,0.5885237921521026
M,N,Y,1,180000.0,Working,Higher education,Married,With parents,1,0,0,0,Cooking staff,3,0,42.0,4,0.38278747772399774
F,N,Y,0,121500.0,Pensioner,Higher education,Widow,House / apartment,1,0,0,0,Unknown,1,0,66.0,0,0.4172000691105126
F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Managers,2,0,39.0,6,0.07831427411071024
F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,1,0,0,0,Sales staff,1,0,45.0,12,0.6466552597821754
M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,53.0,3,0.712049248269225
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Unknown,2,0,50.0,1,0.5379041354502544
F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,23.0,1,0.42302507821203744
F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,0,38.0,6,0.4740894509849533
F,N,N,0,45000.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Sales staff,1,0,39.0,2,0.29969470940582876
M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,0,26.0,7,0.11323317095680871
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Unknown,1,0,27.0,4,0.242179629695547
M,Y,Y,1,135000.0,State servant,Higher education,Married,House / apartment,1,0,0,1,Core staff,3,0,24.0,0,0.22937990377736578
M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,0,34.0,11,0.4737577360329926
M,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,1,1,1,0,Laborers,2,0,52.0,1,0.40633168654661694
F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Unknown,2,0,57.0,6,0.2755732036202021
M,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,1,0,1,0,Laborers,1,0,41.0,8,0.5124215204767
F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,1,0,1,0,Core staff,2,0,33.0,4,0.4175545338326683
